OBJECTID,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN
36036,99,99,88,88
36037,99,98,88,88
36038,99,99,99,99
36039,99,99,99,99
36040,99,99,99,99
36041,99,99,99,99
36042,99,99,99,99
36043,99,99,99,99
36044,99,99,99,99
36045,99,99,88,88
36046,99,98,88,88
36047,99,99,99,99
36048,99,99,88,88
36049,99,99,99,99
36050,22,35,23,5
36051,99,99,88,88
36052,99,99,88,88
36053,99,99,99,99
36054,99,99,99,99
36055,99,98,88,88
36056,99,98,88,88
36057,99,98,88,88
36058,99,98,88,88
36059,99,98,88,88
36060,99,98,88,88
36061,99,99,88,88
36062,99,99,99,99
36063,99,99,99,99
36064,99,98,88,88
36065,99,99,99,99
36066,99,99,99,99
36067,99,98,88,88
36068,99,99,99,99
36069,99,99,99,99
36070,99,98,88,88
36071,99,99,99,99
36072,99,98,88,88
36073,99,99,99,99
36074,99,99,99,99
36075,99,99,99,99
36076,99,99,99,99
36077,99,99,99,99
36078,99,98,88,88
36079,99,99,99,99
36080,99,99,88,88
36081,99,98,88,88
36082,99,99,99,99
36083,99,98,88,88
36084,99,98,88,88
36085,99,98,88,88
36086,99,99,99,99
36087,99,99,99,99
36088,99,98,88,88
36089,99,99,99,99
36090,99,99,99,99
36091,99,99,99,99
36092,99,98,88,88
36093,99,98,88,88
36094,99,99,99,99
36095,99,99,99,99
36096,99,99,99,99
36097,99,98,88,88
36098,99,99,99,99
36099,99,99,99,99
36100,99,99,99,99
36101,99,99,99,99
36102,99,99,99,99
36103,99,99,99,99
36104,99,98,88,88
36105,99,98,88,88
36106,99,98,88,88
36107,99,99,99,99
36108,99,99,99,99
36109,99,99,99,99
36110,99,99,99,99
36111,99,99,88,88
36112,99,99,99,99
36113,99,99,99,99
36114,99,99,99,99
36115,99,99,99,99
36116,99,99,99,99
36117,99,98,88,88
36118,99,99,99,99
36119,99,99,99,99
36120,99,99,99,99
36121,99,99,99,99
36122,99,98,88,88
36123,99,99,99,99
36124,99,99,99,99
36125,99,99,99,99
36126,99,98,88,88
36127,99,98,88,88
36128,99,99,99,99
36129,99,98,88,88
36130,99,99,99,99
36131,99,99,99,99
36132,99,98,88,88
36133,99,99,99,99
36134,99,99,88,88
36135,99,99,99,99
36136,99,99,99,99
36137,99,98,88,88
36138,99,99,99,99
36139,99,99,99,99
36140,99,99,99,99
36141,99,99,99,99
36142,99,99,99,99
36143,99,98,88,88
36144,99,98,88,88
36145,99,99,99,99
36146,99,99,99,99
36147,99,99,99,99
36148,99,98,88,88
36149,99,99,99,99
36150,99,99,99,99
36151,99,98,88,88
36152,99,99,99,99
36153,99,99,99,99
36154,99,98,88,88
36155,99,98,88,88
36156,99,98,88,88
36157,99,99,99,99
36158,99,99,99,99
36159,99,99,99,99
36160,99,98,88,88
36161,99,99,99,99
36162,99,99,99,99
36163,99,99,99,99
36164,99,98,88,88
36165,99,99,88,88
36166,99,98,88,88
36167,99,98,88,88
36168,99,98,88,88
36169,99,99,99,99
36170,99,99,99,99
36171,99,98,88,88
36172,99,99,99,99
36173,99,99,88,88
36174,99,99,99,99
36175,99,99,99,99
36176,99,98,88,88
36177,99,99,99,99
36178,99,99,99,99
36179,99,99,99,99
36180,99,99,99,99
36181,99,99,99,99
36182,99,98,88,88
36183,99,99,99,99
36184,99,98,88,88
36185,99,99,99,99
36186,99,98,88,88
36187,99,99,99,99
36188,99,98,88,88
36189,99,98,88,88
36190,99,98,88,88
36191,99,99,99,99
36192,99,99,99,99
36193,99,99,99,99
36194,99,98,88,88
36195,99,99,99,99
36196,99,99,99,99
36197,99,99,99,99
36198,99,98,88,88
36199,99,98,88,88
36200,99,99,99,99
36201,99,99,99,99
36202,99,99,99,99
36203,99,99,99,99
36204,99,98,88,88
36205,99,98,88,88
36206,99,99,99,99
36207,99,98,88,88
36208,99,99,99,99
36209,99,98,88,88
36210,99,99,99,99
36211,99,99,99,99
36212,99,99,88,88
36213,99,99,99,99
36214,99,98,88,88
36215,99,98,88,88
36216,99,99,99,99
36217,99,98,88,88
36218,99,99,88,88
36219,99,99,99,99
36220,99,98,88,88
36221,99,98,88,88
36222,99,99,99,99
36223,99,98,88,88
36224,99,98,88,88
36225,99,99,99,99
36226,99,98,88,88
36227,99,99,99,99
36228,99,99,99,99
36229,99,99,99,99
36230,99,99,99,99
36231,99,98,88,88
36232,99,99,99,99
36233,99,99,99,99
36234,99,98,88,88
36235,99,98,88,88
36236,99,99,99,99
36237,99,99,99,99
36238,99,99,99,99
36239,99,98,88,88
36240,99,99,99,99
36241,99,99,99,99
36242,99,99,99,99
36243,99,99,99,99
36244,99,99,99,99
36245,99,98,88,88
36246,99,99,99,99
36247,99,99,99,99
36248,99,98,88,88
36249,99,99,88,88
36250,99,98,88,88
36251,99,98,88,88
36252,99,99,88,88
36253,99,99,99,99
36254,99,99,99,99
36255,99,98,88,88
36256,99,99,99,99
36257,99,99,99,99
36258,99,98,88,88
36259,99,99,99,99
36260,99,99,99,99
36261,99,98,88,88
36262,99,98,88,88
36263,18,58,19,56
36264,11,0,88,88
36265,99,99,99,99
36266,99,99,88,88
36267,99,98,88,88
36268,99,99,99,99
36269,99,98,88,88
36270,99,98,88,88
36271,99,99,99,99
36272,99,99,99,99
36273,99,98,88,88
36274,99,99,99,99
36275,99,98,88,88
36276,99,99,99,99
36277,99,99,99,99
36278,99,99,99,99
36279,99,98,88,88
36280,99,99,99,99
36281,99,98,88,88
36282,99,99,99,99
36283,99,99,99,99
36284,99,99,99,99
36285,99,99,99,99
36286,99,99,99,99
36287,99,98,88,88
36288,99,99,99,99
36289,99,99,99,99
36290,99,99,99,99
36291,99,99,99,99
36292,99,99,99,99
36293,99,99,99,99
36294,99,98,88,88
36295,99,99,99,99
36296,99,99,99,99
36297,99,99,99,99
36298,1,10,1,46
36299,99,98,88,88
36300,99,99,99,99
36301,99,98,88,88
36302,99,98,88,88
36303,99,99,99,99
36304,99,99,99,99
36305,99,99,99,99
36306,99,99,99,99
36307,99,98,88,88
36308,99,99,99,99
36309,99,99,99,99
36310,99,99,99,99
36311,99,99,99,99
36312,99,99,99,99
36313,99,99,99,99
36314,99,99,88,88
36315,99,98,88,88
36316,99,98,88,88
36317,99,99,99,99
36318,99,98,88,88
36319,99,99,88,88
36320,99,99,99,99
36321,99,99,99,99
36322,99,99,99,99
36323,99,98,88,88
36324,99,99,99,99
36325,99,99,88,88
36326,99,98,88,88
36327,99,98,88,88
36328,22,1,22,45
36329,99,98,88,88
36330,99,98,88,88
36331,99,99,99,99
36332,18,5,18,38
36333,99,99,99,99
36334,99,98,88,88
36335,99,98,88,88
36336,99,99,99,99
36337,99,99,99,99
36338,99,99,99,99
36339,99,98,88,88
36340,99,98,88,88
36341,99,99,88,88
36342,99,99,99,99
36343,99,99,99,99
36344,99,99,99,99
36345,99,99,99,99
36346,99,98,88,88
36347,99,99,99,99
36348,99,98,88,88
36349,99,98,88,88
36350,99,98,88,88
36351,99,99,99,99
36352,99,99,88,88
36353,99,98,88,88
36354,99,99,99,99
36355,99,99,99,99
36356,99,99,88,88
36357,9,34,9,52
36358,99,98,88,88
36359,99,99,99,99
36360,99,99,99,99
36361,99,98,88,88
36362,99,99,99,99
36363,99,99,99,99
36364,99,99,99,99
36365,99,99,99,99
36366,99,98,88,88
36367,99,98,88,88
36368,99,99,99,99
36369,99,99,99,99
36370,99,98,88,88
36371,17,22,18,28
36372,99,99,99,99
36373,99,99,99,99
36374,99,99,99,99
36375,99,99,99,99
36376,99,98,88,88
36377,99,99,99,99
36378,99,99,99,99
36379,99,99,88,88
36380,99,99,99,99
36381,18,12,18,54
36382,99,99,88,88
36383,99,99,99,99
36384,99,98,88,88
36385,99,99,99,99
36386,99,99,99,99
36387,99,98,88,88
36388,4,52,5,35
36389,18,45,19,31
36390,99,99,99,99
36391,99,99,99,99
36392,99,99,99,99
36393,99,99,99,99
36394,99,99,99,99
36395,99,98,88,88
36396,99,99,99,99
36397,99,99,99,99
36398,99,99,99,99
36399,99,98,88,88
36400,99,99,99,99
36401,99,99,99,99
36402,99,99,88,88
36403,99,98,88,88
36404,99,98,88,88
36405,99,99,99,99
36406,99,99,99,99
36407,23,46,0,15
36408,99,99,99,99
36409,99,99,99,99
36410,99,98,88,88
36411,99,99,99,99
36412,99,98,88,88
36413,99,99,99,99
36414,99,99,99,99
36415,99,99,99,99
36416,99,98,88,88
36417,99,99,99,99
36418,99,99,99,99
36419,99,98,88,88
36420,99,99,99,99
36421,99,98,88,88
36422,99,99,99,99
36423,99,99,99,99
36424,99,99,99,99
36425,99,99,99,99
36426,99,99,99,99
36427,4,47,5,19
36428,99,98,88,88
36429,99,99,99,99
36430,99,98,88,88
36431,99,98,88,88
36432,99,99,99,99
36433,99,99,99,99
36434,99,99,99,99
36435,99,98,88,88
36436,99,99,99,99
36437,99,99,99,99
36438,19,14,19,55
36439,99,98,88,88
36440,99,99,99,99
36441,99,99,99,99
36442,99,99,99,99
36443,99,99,99,99
36444,99,98,88,88
36445,99,99,99,99
36446,99,99,99,99
36447,99,99,99,99
36448,99,99,99,99
36449,99,98,88,88
36450,99,99,99,99
36451,99,99,99,99
36452,99,99,99,99
36453,99,99,99,99
36454,99,99,99,99
36455,99,99,99,99
36456,99,99,99,99
36457,99,99,99,99
36458,20,43,21,25
36459,99,98,88,88
36460,99,99,99,99
36461,99,98,88,88
36462,99,99,99,99
36463,99,99,99,99
36464,99,99,99,99
36465,99,99,99,99
36466,99,98,88,88
36467,99,98,88,88
36468,99,99,99,99
36469,99,98,88,88
36470,99,99,99,99
36471,99,99,99,99
36472,99,99,99,99
36473,99,99,99,99
36474,99,99,99,99
36475,99,99,99,99
36476,99,98,88,88
36477,99,99,99,99
36478,99,98,88,88
36479,99,98,88,88
36480,99,99,99,99
36481,99,98,88,88
36482,99,99,99,99
36483,99,99,99,99
36484,99,99,99,99
36485,99,98,88,88
36486,4,46,88,88
36487,19,39,88,88
36488,16,6,16,42
36489,1,2,1,37
36490,14,45,88,88
36491,18,25,88,88
36492,99,99,99,99
36493,9,30,10,2
36494,14,55,15,11
36495,16,11,88,88
36496,7,53,9,58
36497,6,52,88,88
36498,99,99,88,88
36499,10,48,11,7
36500,99,98,88,88
36501,5,26,88,88
36502,11,2,88,88
36503,7,4,88,88
36504,6,0,9,1
36505,12,35,12,52
36506,23,0,23,22
36507,7,47,8,20
36508,9,21,88,88
36509,16,59,17,45
36510,15,22,15,57
36511,1,0,88,88
36512,9,1,9,26
36513,23,45,88,88
36514,6,31,88,88
36515,0,37,88,88
36516,10,8,88,88
36517,8,43,88,88
36518,20,44,23,11
36519,15,25,15,40
36520,2,27,2,53
36521,19,24,20,3
36522,7,31,8,18
36523,21,59,88,88
36524,22,17,99,99
36525,0,50,88,88
36526,8,20,88,88
36527,3,4,88,88
36528,19,48,20,21
36529,16,57,19,7
36530,22,55,1,11
36531,14,41,15,9
36532,16,38,17,13
36533,1,57,2,17
36534,0,20,0,53
36535,99,99,99,99
36536,19,30,88,88
36537,22,59,0,2
36538,16,31,17,14
36539,6,57,88,88
36540,99,99,99,99
36541,21,25,21,41
36542,12,5,12,35
36543,99,99,88,88
36544,7,26,7,53
36545,21,50,22,25
36546,5,1,88,88
36547,1,15,88,88
36548,15,45,88,88
36549,10,51,88,88
36550,14,13,14,37
36551,11,34,11,47
36552,14,37,88,88
36553,8,17,88,88
36554,15,4,15,16
36555,16,32,16,45
36556,1,5,1,18
36557,8,36,9,0
36558,21,4,21,23
36559,22,27,88,88
36560,18,3,18,17
36561,22,21,88,88
36562,10,42,88,88
36563,14,33,15,2
36564,23,8,88,88
36565,16,6,16,39
36566,0,2,88,88
36567,19,36,20,36
36568,20,20,20,54
36569,22,26,22,45
36570,21,45,21,53
36571,8,44,9,5
36572,16,1,16,46
36573,8,36,9,7
36574,20,13,20,27
36575,20,33,20,49
36576,17,24,88,88
36577,2,36,3,9
36578,23,41,23,59
36579,9,57,10,21
36580,21,42,21,49
36581,20,51,21,15
36582,20,50,88,88
36583,18,39,18,57
36584,11,58,12,17
36585,9,27,88,88
36586,7,20,7,35
36587,21,1,21,15
36588,3,8,3,45
36589,21,2,88,88
36590,23,11,88,88
36591,16,48,99,99
36592,16,5,88,88
36593,14,45,15,26
36594,99,98,88,88
36595,20,34,88,88
36596,16,55,17,52
36597,21,52,22,4
36598,13,46,88,88
36599,13,42,14,48
36600,6,12,6,45
36601,5,5,5,28
36602,20,14,20,30
36603,16,12,88,88
36604,17,5,18,0
36605,11,57,12,22
36606,21,5,88,88
36607,5,59,6,29
36608,15,27,99,99
36609,6,45,88,88
36610,10,31,11,13
36611,6,31,88,88
36612,13,56,14,16
36613,19,37,20,2
36614,7,11,8,36
36615,13,22,88,88
36616,5,24,88,88
36617,14,13,88,88
36618,99,98,88,88
36619,15,4,15,25
36620,14,20,14,51
36621,22,8,88,88
36622,23,6,88,88
36623,10,4,10,15
36624,21,49,88,88
36625,3,52,88,88
36626,17,23,17,35
36627,12,20,12,39
36628,8,22,8,55
36629,7,46,88,88
36630,16,1,16,24
36631,7,40,88,88
36632,99,99,88,88
36633,99,97,99,97
36634,16,11,16,45
36635,99,97,99,97
36636,23,6,23,36
36637,22,45,23,22
36638,9,37,10,2
36639,19,22,19,45
36640,15,39,99,99
36641,14,39,16,0
36642,9,50,88,88
36643,16,40,88,88
36644,18,26,88,88
36645,11,26,11,48
36646,10,7,88,88
36647,0,35,1,5
36648,1,17,88,88
36649,13,57,14,28
36650,13,0,13,30
36651,16,18,16,46
36652,1,17,1,37
36653,1,0,88,88
36654,18,41,88,88
36655,8,11,8,24
36656,5,44,88,88
36657,1,32,88,88
36658,23,40,88,88
36659,12,56,13,19
36660,8,7,88,88
36661,17,39,18,15
36662,4,9,5,1
36663,19,56,20,16
36664,13,25,88,88
36665,7,46,8,25
36666,1,18,88,88
36667,18,26,20,35
36668,18,4,18,20
36669,6,46,88,88
36670,7,50,88,88
36671,15,8,15,24
36672,17,4,18,30
36673,7,12,7,36
36674,21,46,88,88
36675,2,41,88,88
36676,15,33,99,99
36677,14,33,14,52
36678,10,16,88,88
36679,11,45,88,88
36680,88,88,88,88
36681,16,19,16,26
36682,8,21,88,88
36683,16,56,17,38
36684,21,18,21,39
36685,7,16,7,23
36686,1,46,2,14
36687,6,50,7,41
36688,19,42,88,88
36689,19,59,20,25
36690,22,30,99,99
36691,17,29,88,88
36692,16,55,17,13
36693,17,40,17,56
36694,21,47,99,99
36695,9,13,9,34
36696,14,8,14,43
36697,12,28,12,34
36698,13,3,13,38
36699,12,9,13,26
36700,15,57,16,17
36701,17,51,88,88
36702,21,26,88,88
36703,3,29,88,88
36704,21,5,88,88
36705,6,51,88,88
36706,17,54,18,52
36707,20,46,21,13
36708,6,47,88,88
36709,22,25,22,59
36710,20,38,21,8
36711,22,6,22,39
36712,3,15,88,88
36713,11,38,12,3
36714,19,9,20,36
36715,16,56,17,17
36716,19,34,88,88
36717,99,99,88,88
36718,8,59,88,88
36719,18,11,18,46
36720,15,38,15,49
36721,99,99,99,99
36722,16,24,16,35
36723,13,6,88,88
36724,4,50,88,88
36725,11,36,12,2
36726,22,22,88,88
36727,8,2,99,99
36728,5,58,6,28
36729,7,50,8,10
36730,6,40,8,23
36731,22,44,23,3
36732,20,43,88,88
36733,21,26,22,29
36734,23,41,88,88
36735,9,6,9,39
36736,15,8,15,30
36737,12,34,13,2
36738,0,49,1,21
36739,5,23,5,48
36740,16,52,17,23
36741,12,41,88,88
36742,19,8,88,88
36743,17,7,17,30
36744,4,42,88,88
36745,20,8,20,28
36746,18,34,88,88
36747,10,27,12,39
36748,5,6,6,22
36749,10,27,11,4
36750,15,29,88,88
36751,9,34,10,9
36752,18,54,19,16
36753,11,10,11,55
36754,14,6,14,28
36755,20,37,20,49
36756,21,15,21,36
36757,20,26,20,59
36758,14,1,99,99
36759,13,5,88,88
36760,12,44,13,9
36761,1,17,1,38
36762,5,17,5,57
36763,9,54,88,88
36764,17,30,88,88
36765,99,98,88,88
36766,11,13,12,25
36767,11,55,12,30
36768,21,38,21,55
36769,22,49,23,5
36770,2,15,3,0
36771,23,42,23,49
36772,14,58,99,99
36773,15,27,15,45
36774,13,51,88,88
36775,9,15,88,88
36776,15,18,15,36
36777,13,32,13,47
36778,15,50,16,36
36779,20,54,20,58
36780,21,36,22,6
36781,8,14,88,88
36782,9,9,10,10
36783,16,2,16,44
36784,11,11,88,88
36785,13,5,13,58
36786,10,3,10,36
36787,20,23,21,29
36788,21,7,21,44
36789,16,1,88,88
36790,21,21,22,25
36791,21,25,22,6
36792,15,33,88,88
36793,17,14,88,88
36794,14,3,14,17
36795,21,7,21,29
36796,20,41,88,88
36797,21,30,88,88
36798,19,38,99,99
36799,15,11,15,40
36800,7,8,88,88
36801,12,41,88,88
36802,14,55,88,88
36803,18,23,18,58
36804,14,42,15,16
36805,18,23,88,88
36806,0,36,1,2
36807,9,16,88,88
36808,13,31,14,38
36809,14,56,15,21
36810,17,19,18,42
36811,16,45,17,18
36812,18,49,88,88
36813,9,12,9,55
36814,13,15,14,20
36815,13,51,88,88
36816,7,15,88,88
36817,11,54,88,88
36818,16,53,17,8
36819,18,10,88,88
36820,4,12,88,88
36821,17,29,88,88
36822,19,50,20,28
36823,12,55,88,88
36824,1,1,1,27
36825,15,43,16,51
36826,9,28,10,15
36827,13,59,15,2
36828,9,37,10,0
36829,13,45,88,88
36830,21,2,88,88
36831,20,28,88,88
36832,18,25,18,50
36833,22,35,88,88
36834,17,35,18,16
36835,14,22,14,56
36836,16,15,88,88
36837,16,59,17,26
36838,7,32,8,16
36839,19,53,88,88
36840,6,18,6,51
36841,17,42,88,88
36842,23,6,88,88
36843,19,26,20,12
36844,12,24,12,47
36845,17,36,18,26
36846,17,39,88,88
36847,21,15,88,88
36848,15,40,16,31
36849,9,54,10,30
36850,10,13,88,88
36851,15,42,88,88
36852,14,22,88,88
36853,19,5,88,88
36854,99,98,88,88
36855,99,99,99,99
36856,99,99,99,99
36857,99,98,88,88
36858,99,99,99,99
36859,99,99,99,99
36860,99,98,88,88
36861,99,98,88,88
36862,99,99,99,99
36863,99,99,99,99
36864,99,99,99,99
36865,99,98,88,88
36866,99,99,99,99
36867,99,99,99,99
36868,99,98,88,88
36869,99,99,99,99
36870,99,99,99,99
36871,99,98,88,88
36872,99,98,88,88
36873,99,98,88,88
36874,99,99,99,99
36875,99,99,99,99
36876,99,99,99,99
36877,99,99,99,99
36878,99,98,88,88
36879,99,98,88,88
36880,99,99,99,99
36881,99,98,88,88
36882,99,98,88,88
36883,99,98,88,88
36884,99,98,88,88
36885,99,99,99,99
36886,99,98,88,88
36887,99,99,99,99
36888,99,99,99,99
36889,99,99,88,88
36890,99,99,99,99
36891,99,99,99,99
36892,99,98,88,88
36893,99,98,88,88
36894,99,99,99,99
36895,99,99,99,99
36896,99,98,88,88
36897,99,99,99,99
36898,99,99,99,99
36899,99,98,88,88
36900,99,98,88,88
36901,99,99,99,99
36902,99,99,99,99
36903,99,99,99,99
36904,99,98,88,88
36905,99,99,99,99
36906,99,99,99,99
36907,99,98,88,88
36908,99,99,99,99
36909,99,99,99,99
36910,99,99,99,99
36911,99,99,99,99
36912,99,99,99,99
36913,99,99,99,99
36914,99,99,99,99
36915,99,98,88,88
36916,99,99,99,99
36917,99,99,99,99
36918,99,99,99,99
36919,99,98,88,88
36920,99,98,88,88
36921,99,98,88,88
36922,99,99,99,99
36923,99,99,99,99
36924,99,99,99,99
36925,99,98,88,88
36926,99,99,99,99
36927,99,99,99,99
36928,99,99,99,99
36929,99,99,99,99
36930,99,99,99,99
36931,99,99,99,99
36932,99,99,99,99
36933,99,98,88,88
36934,99,98,88,88
36935,99,99,99,99
36936,99,99,99,99
36937,99,98,88,88
36938,99,99,99,99
36939,99,99,99,99
36940,99,98,88,88
36941,99,99,99,99
36942,99,99,99,99
36943,99,99,99,99
36944,99,98,88,88
36945,99,98,88,88
36946,99,98,88,88
36947,99,98,88,88
36948,99,99,99,99
36949,99,99,99,99
36950,99,98,88,88
36951,99,98,88,88
36952,99,99,99,99
36953,99,99,99,99
36954,99,99,99,99
36955,99,99,99,99
36956,99,98,88,88
36957,99,99,99,99
36958,99,99,99,99
36959,99,98,88,88
36960,99,99,99,99
36961,99,99,99,99
36962,99,99,99,99
36963,99,99,99,99
36964,99,98,88,88
36965,99,99,99,99
36966,99,98,88,88
36967,99,99,99,99
36968,99,99,99,99
36969,99,99,99,99
36970,99,98,88,88
36971,99,99,99,99
36972,99,98,88,88
36973,99,98,88,88
36974,99,99,99,99
36975,99,99,99,99
36976,99,98,88,88
36977,99,99,99,99
36978,99,98,88,88
36979,99,98,88,88
36980,99,98,88,88
36981,99,98,88,88
36982,99,99,99,99
36983,99,99,99,99
36984,99,99,99,99
36985,99,98,88,88
36986,99,99,99,99
36987,99,99,99,99
36988,99,99,99,99
36989,99,98,88,88
36990,99,99,99,99
36991,99,98,88,88
36992,99,99,99,99
36993,99,99,99,99
36994,99,98,88,88
36995,99,99,99,99
36996,99,99,99,99
36997,99,99,99,99
36998,99,98,88,88
36999,99,99,99,99
37000,99,99,99,99
37001,99,98,88,88
37002,99,98,88,88
37003,99,99,99,99
37004,99,99,99,99
37005,99,99,99,99
37006,99,98,88,88
37007,99,99,99,99
37008,99,99,99,99
37009,99,99,99,99
37010,99,99,99,99
37011,99,98,88,88
37012,99,99,99,99
37013,99,99,99,99
37014,99,99,99,99
37015,99,99,99,99
37016,99,99,99,99
37017,99,99,99,99
37018,99,98,88,88
37019,99,99,99,99
37020,99,99,99,99
37021,99,99,99,99
37022,99,98,88,88
37023,99,99,99,99
37024,99,98,88,88
37025,99,99,99,99
37026,99,98,88,88
37027,99,99,99,99
37028,99,98,88,88
37029,99,98,88,88
37030,99,99,99,99
37031,99,98,88,88
37032,99,99,99,99
37033,99,99,99,99
37034,99,99,99,99
37035,99,99,99,99
37036,99,99,99,99
37037,99,99,99,99
37038,99,99,99,99
37039,99,98,88,88
37040,99,99,99,99
37041,99,99,99,99
37042,99,99,99,99
37043,99,98,88,88
37044,99,99,99,99
37045,99,99,88,88
37046,99,98,88,88
37047,99,99,99,99
37048,99,98,88,88
37049,99,98,88,88
37050,99,99,99,99
37051,99,99,99,99
37052,99,99,99,99
37053,99,99,99,99
37054,99,99,99,99
37055,99,99,99,99
37056,99,99,99,99
37057,99,98,88,88
37058,99,99,99,99
37059,99,99,99,99
37060,99,99,99,99
37061,99,99,99,99
37062,99,98,88,88
37063,99,99,99,99
37064,99,99,99,99
37065,99,98,88,88
37066,99,99,99,99
37067,99,99,99,99
37068,99,99,88,88
37069,99,98,88,88
37070,99,99,99,99
37071,99,99,99,99
37072,99,99,99,99
37073,99,98,88,88
37074,99,99,99,99
37075,99,98,88,88
37076,99,99,99,99
37077,99,99,99,99
37078,99,99,99,99
37079,99,98,88,88
37080,99,99,99,99
37081,99,99,99,99
37082,99,99,99,99
37083,99,99,99,99
37084,99,98,88,88
37085,99,99,99,99
37086,99,98,88,88
37087,99,99,99,99
37088,99,98,88,88
37089,99,99,99,99
37090,99,98,88,88
37091,99,99,99,99
37092,99,99,99,99
37093,99,98,88,88
37094,99,99,99,99
37095,99,99,99,99
37096,99,99,99,99
37097,99,99,99,99
37098,99,99,99,99
37099,99,98,88,88
37100,99,99,99,99
37101,99,98,88,88
37102,99,98,88,88
37103,99,99,99,99
37104,99,99,99,99
37105,99,98,88,88
37106,99,99,99,99
37107,99,98,88,88
37108,99,98,88,88
37109,99,98,88,88
37110,99,98,88,88
37111,99,99,99,99
37112,99,99,99,99
37113,99,99,99,99
37114,99,99,99,99
37115,99,98,88,88
37116,99,99,99,99
37117,99,99,99,99
37118,99,99,99,99
37119,99,99,99,99
37120,99,98,88,88
37121,99,99,99,99
37122,99,98,88,88
37123,99,98,88,88
37124,99,99,99,99
37125,99,99,99,99
37126,99,99,99,99
37127,99,99,99,99
37128,99,99,99,99
37129,99,99,99,99
37130,99,98,88,88
37131,99,98,88,88
37132,99,99,99,99
37133,99,98,88,88
37134,99,98,88,88
37135,99,99,99,99
37136,99,99,99,99
37137,99,99,99,99
37138,99,99,99,99
37139,99,99,99,99
37140,99,98,88,88
37141,99,99,99,99
37142,99,99,99,99
37143,99,99,99,99
37144,99,98,88,88
37145,99,99,99,99
37146,99,99,88,88
37147,99,99,99,99
37148,99,99,99,99
37149,99,99,99,99
37150,99,99,99,99
37151,99,99,99,99
37152,99,99,99,99
37153,99,98,88,88
37154,99,99,99,99
37155,99,99,99,99
37156,99,99,99,99
37157,99,98,88,88
37158,99,99,99,99
37159,99,98,88,88
37160,99,99,99,99
37161,99,99,99,99
37162,99,99,99,99
37163,99,98,88,88
37164,99,98,88,88
37165,99,98,88,88
37166,99,98,88,88
37167,99,99,99,99
37168,99,99,99,99
37169,99,99,99,99
37170,99,99,99,99
37171,99,98,88,88
37172,99,99,99,99
37173,99,98,88,88
37174,99,98,88,88
37175,99,99,99,99
37176,99,98,88,88
37177,99,98,88,88
37178,99,99,99,99
37179,99,99,99,99
37180,99,98,88,88
37181,99,98,88,88
37182,99,99,99,99
37183,99,99,99,99
37184,99,99,99,99
37185,99,99,99,99
37186,99,99,99,99
37187,99,98,88,88
37188,99,99,99,99
37189,99,98,88,88
37190,99,99,99,99
37191,99,99,99,99
37192,99,99,99,99
37193,99,98,88,88
37194,99,98,88,88
37195,99,98,88,88
37196,99,99,99,99
37197,99,98,88,88
37198,99,99,99,99
37199,99,98,88,88
37200,99,99,99,99
37201,99,98,88,88
37202,99,98,88,88
37203,99,98,88,88
37204,99,99,99,99
37205,99,99,99,99
37206,99,99,99,99
37207,99,99,99,99
37208,99,99,99,99
37209,99,98,88,88
37210,99,98,88,88
37211,99,99,99,99
37212,99,99,99,99
37213,99,99,99,99
37214,99,99,99,99
37215,99,98,88,88
37216,99,98,88,88
37217,99,98,88,88
37218,99,98,88,88
37219,99,98,88,88
37220,99,98,88,88
37221,99,98,88,88
37222,99,98,88,88
37223,99,98,88,88
37224,99,99,99,99
37225,99,99,99,99
37226,99,99,99,99
37227,99,98,88,88
37228,99,99,99,99
37229,99,98,88,88
37230,99,99,99,99
37231,99,99,99,99
37232,99,98,88,88
37233,99,98,88,88
37234,99,99,99,99
37235,99,99,99,99
37236,99,98,88,88
37237,99,98,88,88
37238,99,98,88,88
37239,99,98,88,88
37240,99,99,99,99
37241,99,98,88,88
37242,99,98,88,88
37243,99,99,99,99
37244,99,99,99,99
37245,99,98,88,88
37246,99,99,99,99
37247,99,98,88,88
37248,99,98,88,88
37249,99,98,88,88
37250,99,98,88,88
37251,99,99,99,99
37252,99,99,99,99
37253,99,99,99,99
37254,99,98,88,88
37255,99,99,88,88
37256,99,99,99,99
37257,99,99,99,99
37258,99,99,99,99
37259,99,99,99,99
37260,99,99,99,99
37261,99,99,99,99
37262,99,98,88,88
37263,99,98,88,88
37264,99,99,99,99
37265,99,99,99,99
37266,99,99,99,99
37267,99,99,99,99
37268,99,98,88,88
37269,99,99,99,99
37270,99,98,88,88
37271,99,99,99,99
37272,99,99,99,99
37273,99,99,99,99
37274,99,98,88,88
37275,99,99,99,99
37276,99,99,99,99
37277,99,99,99,99
37278,99,99,99,99
37279,99,99,99,99
37280,99,98,88,88
37281,99,99,99,99
37282,99,99,99,99
37283,99,99,99,99
37284,99,99,99,99
37285,99,98,88,88
37286,99,99,99,99
37287,99,99,99,99
37288,99,99,99,99
37289,99,98,88,88
37290,99,99,99,99
37291,99,99,99,99
37292,99,99,99,99
37293,99,99,99,99
37294,99,98,88,88
37295,99,98,88,88
37296,99,99,99,99
37297,99,99,99,99
37298,99,99,99,99
37299,99,99,99,99
37300,99,98,88,88
37301,99,99,99,99
37302,99,99,99,99
37303,99,99,99,99
37304,99,99,99,99
