OBJECTID,ST_CASE,FATALS,PERSONS,VE_TOTAL,VE_FORMS,PEDS,PERNOTMVIT,SCH_BUS,RAIL,WRK_ZONE
10151,122090,1,2,2,2,0,0,0,0000000,0
10152,122091,1,3,2,2,0,0,0,0000000,0
10153,122092,1,1,1,1,1,1,0,0000000,0
10154,122093,1,3,1,1,1,1,0,0000000,0
10155,122094,1,2,2,2,0,0,0,0000000,0
10156,122095,1,1,1,1,1,1,0,0000000,0
10157,122096,1,4,4,4,1,1,0,0000000,0
10158,122097,1,1,1,1,0,0,0,0000000,0
10159,122098,1,3,2,2,0,0,0,0000000,0
10160,122099,2,7,3,3,0,0,0,0000000,0
10161,122101,1,5,3,3,0,0,0,0000000,0
10162,122102,1,2,2,2,0,0,0,0000000,0
10163,122103,1,1,1,1,2,2,0,0000000,0
10164,122104,1,3,1,1,0,0,0,0000000,0
10165,122105,1,2,2,2,0,0,0,0000000,0
10166,122106,1,7,6,6,0,0,0,0000000,0
10167,122108,1,2,2,2,0,0,0,0000000,0
10168,122109,2,2,1,1,1,1,0,0000000,0
10169,122110,1,1,1,1,1,1,0,0000000,0
10170,122111,1,1,1,1,0,0,0,0000000,0
10171,122112,1,2,1,1,0,0,0,0000000,0
10172,122113,1,1,1,1,1,1,0,0000000,0
10173,122114,1,3,2,2,0,0,0,0000000,0
10174,122115,1,3,2,2,0,0,0,0000000,0
10175,122116,1,2,1,1,0,0,0,0000000,0
10176,122117,1,1,1,1,1,1,0,0000000,0
10177,122118,1,1,1,1,0,0,0,0000000,0
10178,122119,1,6,3,3,0,0,0,0000000,0
10179,122121,1,1,1,1,1,1,0,0000000,0
10180,122122,1,4,2,2,0,0,0,0000000,0
10181,122123,1,1,1,1,1,1,0,0000000,0
10182,122124,1,1,1,1,1,1,0,0000000,0
10183,122125,1,2,1,1,1,1,0,0000000,0
10184,122126,1,2,2,2,0,0,0,0000000,0
10185,122127,1,2,1,1,0,0,0,0000000,0
10186,122128,1,3,3,3,0,0,0,0000000,0
10187,122129,1,1,1,1,0,0,0,0000000,0
10188,122130,2,2,2,2,0,0,0,0000000,0
10189,122131,1,2,1,1,0,0,0,0000000,0
10190,122132,2,2,2,2,0,0,0,0000000,0
10191,122133,1,2,2,2,0,0,0,0000000,0
10192,122134,1,6,2,2,0,0,0,0000000,0
10193,122135,1,2,2,2,0,0,0,0000000,0
10194,122136,1,1,1,1,0,0,0,0000000,0
10195,122137,2,2,2,2,0,0,0,0000000,0
10196,122138,1,4,2,2,0,0,0,0000000,0
10197,122139,1,1,1,1,1,1,0,0000000,0
10198,122140,1,1,1,1,1,1,0,0000000,0
10199,122141,1,2,2,2,0,0,0,0000000,0
10200,122142,1,1,1,1,0,0,0,0000000,0
10201,122143,1,2,1,1,1,1,0,0000000,0
10202,122144,1,4,2,2,1,1,0,0000000,0
10203,122145,1,1,1,1,0,0,0,0000000,0
10204,122146,1,2,1,1,1,1,0,0000000,0
10205,122147,1,3,2,2,1,1,0,0000000,0
10206,122148,1,2,2,2,0,0,0,0000000,0
10207,122149,1,1,1,1,0,0,0,0000000,0
10208,122150,1,2,2,2,0,0,0,0000000,0
10209,122151,2,2,1,1,0,0,0,0000000,0
10210,122152,1,1,1,1,1,1,0,0000000,0
10211,122153,1,1,1,1,0,0,0,0000000,4
10212,122154,1,3,2,2,0,0,0,0000000,0
10213,122155,1,2,2,2,0,0,0,0000000,0
10214,122156,1,2,1,1,1,1,0,0000000,0
10215,122157,1,4,2,2,0,0,0,0000000,0
10216,122158,1,1,1,1,1,1,0,0000000,0
10217,122159,1,2,2,2,0,0,0,0000000,0
10218,122160,1,5,6,4,1,1,0,0000000,0
10219,122161,1,2,2,2,0,0,0,0000000,0
10220,122162,1,1,2,2,2,2,0,0000000,0
10221,122163,1,1,1,1,0,0,0,0000000,0
10222,122164,1,1,1,1,0,0,0,0000000,0
10223,122165,1,3,2,2,0,0,0,0000000,0
10224,122166,1,2,1,1,1,1,0,0000000,0
10225,122167,1,2,2,2,0,0,0,0000000,0
10226,122168,1,8,3,3,0,0,0,0000000,0
10227,122169,1,1,1,1,0,0,0,0000000,4
10228,122170,1,1,1,1,0,0,0,0000000,0
10229,122171,1,1,1,1,0,0,0,0000000,4
10230,122172,2,4,3,3,0,0,0,0000000,0
10231,122173,1,2,2,2,0,0,0,0000000,0
10232,122174,1,2,1,1,1,1,0,0000000,0
10233,122175,1,1,1,1,1,1,0,0000000,0
10234,122176,1,2,1,1,0,0,0,0000000,0
10235,122177,1,1,1,1,1,1,0,0000000,0
10236,122178,1,1,1,1,1,1,0,0000000,0
10237,122179,1,1,1,1,0,0,0,0000000,0
10238,122180,1,1,1,1,0,0,0,0000000,0
10239,122181,1,3,2,2,0,0,0,0000000,0
10240,122182,1,1,2,1,0,0,0,0000000,0
10241,122183,1,1,1,1,0,0,0,0000000,0
10242,122184,1,3,1,1,0,0,0,0000000,0
10243,122185,1,1,1,1,1,1,0,0000000,0
10244,122186,1,3,2,2,1,1,0,0000000,0
10245,122187,1,1,1,1,0,0,0,0000000,4
10246,122188,1,1,1,1,1,1,0,0000000,0
10247,122189,1,2,2,2,0,0,0,0000000,0
10248,122190,1,2,1,1,1,1,0,0000000,0
10249,122191,1,4,2,2,0,0,0,0000000,0
10250,122192,1,1,1,1,1,1,0,0000000,0
10251,122193,1,1,1,1,0,0,0,0000000,0
10252,122194,1,5,4,4,0,0,0,0000000,0
10253,122196,1,3,2,2,0,0,0,0000000,0
10254,122197,1,1,1,1,0,0,0,0000000,0
10255,122198,1,2,1,1,1,1,0,0000000,0
10256,122199,1,1,1,1,0,0,0,0000000,0
10257,122200,1,3,1,1,1,1,0,0000000,0
10258,122201,1,1,1,1,1,1,0,0000000,0
10259,122202,1,2,2,2,1,1,0,0000000,0
10260,122203,1,4,3,3,0,0,0,0000000,0
10261,122204,1,2,1,1,1,1,0,0000000,0
10262,122205,2,3,2,2,0,0,0,0000000,0
10263,122206,1,6,2,2,0,0,0,0000000,0
10264,122207,1,4,2,2,0,0,0,0000000,0
10265,122208,1,1,1,1,1,1,0,0000000,0
10266,122209,1,2,2,2,0,0,0,0000000,0
10267,122210,1,6,2,2,0,0,0,0000000,0
10268,122211,1,1,1,1,0,0,0,0000000,0
10269,122212,1,1,1,1,1,1,0,0000000,0
10270,122213,1,2,2,2,0,0,0,0000000,0
10271,122214,1,1,1,1,1,1,0,0000000,0
10272,122215,1,1,1,1,0,0,0,0000000,0
10273,122216,1,3,2,2,0,0,0,0000000,0
10274,122217,1,1,1,1,1,1,0,0000000,0
10275,122218,1,1,1,1,1,1,0,0000000,0
10276,122219,1,1,1,1,0,0,0,0000000,0
10277,122220,2,5,2,2,0,0,0,0000000,0
10278,122221,1,1,1,1,0,0,0,0000000,0
10279,122222,1,1,1,1,1,1,0,0000000,0
10280,122223,1,2,2,2,0,0,0,0000000,0
10281,122224,1,1,1,1,1,1,0,0000000,0
10282,122225,1,1,1,1,1,1,0,0000000,0
10283,122226,1,1,1,1,0,0,0,0000000,0
10284,122227,1,1,1,1,1,1,0,0000000,0
10285,122228,1,1,1,1,1,1,0,0000000,0
10286,122229,1,3,2,2,0,0,0,0000000,0
10287,122230,1,1,1,1,1,1,0,0000000,0
10288,122232,1,2,2,2,0,0,0,0000000,0
10289,122233,1,2,2,2,0,0,0,0000000,0
10290,122234,1,1,1,1,1,1,0,0000000,0
10291,122235,1,2,1,1,1,1,0,0000000,0
10292,122236,1,2,2,2,0,0,0,0000000,0
10293,122237,1,1,1,1,0,0,0,0000000,0
10294,122238,1,3,2,2,0,0,0,0000000,0
10295,122239,1,1,1,1,0,0,0,0000000,0
10296,122240,1,2,2,2,0,0,0,0000000,0
10297,122241,1,1,1,1,0,0,0,0000000,0
10298,122242,1,2,2,2,1,1,0,0000000,0
10299,122243,1,4,2,2,0,0,0,0000000,0
10300,122244,1,1,1,1,0,0,0,0000000,0
10301,122245,1,1,1,1,1,1,0,0000000,0
10302,122246,1,1,1,1,1,1,0,0000000,0
10303,122247,5,6,2,2,0,0,0,0000000,0
10304,122248,1,2,2,2,0,0,0,0000000,0
10305,122249,1,3,2,2,0,0,0,0000000,0
10306,122250,1,1,1,1,0,0,0,0000000,0
10307,122251,1,3,1,1,1,1,0,0000000,0
10308,122252,1,3,1,1,0,0,0,0000000,0
10309,122253,1,3,2,2,0,0,0,0000000,0
10310,122254,1,1,1,1,1,1,0,0000000,0
10311,122255,1,2,2,2,1,1,0,0000000,0
10312,122256,1,9,7,7,0,0,0,0000000,0
10313,122257,1,1,2,1,1,1,0,0000000,0
10314,122258,1,4,2,2,0,0,0,0000000,0
10315,122259,1,1,1,1,2,2,0,0000000,0
10316,122260,1,2,1,1,1,1,0,0000000,0
10317,122261,1,1,1,1,0,0,0,0000000,0
10318,122262,1,1,1,1,1,1,0,0000000,0
10319,122263,1,3,2,2,1,1,0,0000000,0
10320,122264,1,1,1,1,1,1,0,0000000,0
10321,122265,1,4,3,3,0,0,0,0000000,0
10322,122267,1,2,4,4,0,0,0,0000000,0
10323,122268,1,3,2,2,0,0,0,0000000,0
10324,122269,1,3,2,2,0,0,0,0000000,0
10325,122270,1,2,2,2,1,1,0,0000000,0
10326,122271,1,1,1,1,0,0,0,0000000,0
10327,122272,1,2,2,2,0,0,0,0000000,0
10328,122273,2,2,2,2,0,0,0,0000000,0
10329,122274,1,1,1,1,0,0,0,0000000,0
10330,122275,1,2,1,1,1,1,0,0000000,0
10331,122276,1,1,1,1,0,0,0,0000000,0
10332,122277,1,2,1,1,1,1,0,0000000,0
10333,122278,1,1,1,1,0,0,0,0000000,0
10334,122279,1,1,1,1,2,2,0,0000000,0
10335,122280,1,1,1,1,1,1,0,0000000,0
10336,122281,1,1,1,1,1,1,0,0000000,0
10337,122282,1,2,2,2,0,0,0,0000000,0
10338,122283,1,1,1,1,1,1,0,0000000,0
10339,122284,1,4,1,1,0,0,0,0000000,0
10340,122285,1,4,1,1,1,1,0,0000000,0
10341,122286,1,2,1,1,1,1,0,0000000,0
10342,122287,1,3,1,1,0,0,0,0000000,0
10343,122288,1,3,2,2,0,0,0,0000000,0
10344,122289,1,3,2,2,0,0,0,0000000,0
10345,122290,1,2,1,1,0,0,0,0000000,0
10346,122291,1,1,1,1,1,1,0,0000000,0
10347,122292,1,2,2,2,0,0,0,0000000,0
10348,122294,1,1,1,1,1,1,0,0000000,0
10349,122295,2,6,1,1,0,0,0,0000000,0
10350,122296,1,1,1,1,0,0,0,0000000,0
10351,122298,1,1,1,1,1,1,0,0000000,0
10352,122299,1,2,2,2,0,0,0,0000000,0
10353,122300,1,3,3,3,0,0,0,0000000,0
10354,122301,1,1,1,1,1,1,0,0000000,0
10355,122302,1,1,1,1,1,1,0,0000000,0
10356,122303,1,2,2,2,0,0,0,0000000,0
10357,122304,1,1,1,1,0,0,0,0000000,0
10358,122305,1,5,1,1,0,0,0,0000000,0
10359,122306,1,1,1,1,0,0,0,0000000,0
10360,122307,1,2,2,2,0,0,0,0000000,0
10361,122308,1,9,2,2,0,0,0,0000000,0
10362,122309,1,2,1,1,1,1,0,0000000,0
10363,122310,1,3,3,3,1,1,0,0000000,0
10364,122311,2,2,2,2,0,0,0,0000000,0
10365,122312,1,1,1,1,0,0,0,0000000,0
10366,122313,1,4,2,2,0,0,0,0000000,0
10367,122315,1,2,2,2,0,0,0,0000000,0
10368,122316,1,1,1,1,1,1,0,0000000,4
10369,122317,1,2,2,2,0,0,0,0000000,0
10370,122318,1,1,1,1,1,1,0,0000000,0
10371,122319,1,3,2,2,0,0,0,0000000,0
10372,122320,1,2,2,2,0,0,0,0000000,0
10373,122322,1,4,2,2,0,0,0,0000000,0
10374,122323,1,2,1,1,1,1,0,0000000,0
10375,122324,1,1,1,1,0,0,0,0000000,0
10376,122325,1,3,2,2,0,0,0,0000000,0
10377,122326,1,2,2,2,0,0,0,0000000,0
10378,122327,3,4,2,2,0,0,0,0000000,0
10379,122328,1,2,2,2,0,0,1,0000000,0
10380,122329,1,1,1,1,1,1,0,0000000,0
10381,122330,1,1,1,1,1,1,0,0000000,0
10382,122331,1,2,1,1,1,1,0,0000000,0
10383,122333,1,1,1,1,1,1,0,0000000,0
10384,122334,1,5,1,1,0,0,0,0000000,0
10385,122335,1,1,1,1,1,1,0,0000000,0
10386,122336,1,4,3,3,0,0,0,0000000,0
10387,122337,1,1,1,1,1,1,0,0000000,0
10388,122338,1,2,2,2,0,0,0,0000000,0
10389,122339,1,2,1,1,1,1,0,0000000,0
10390,122340,1,2,2,2,1,1,0,0000000,0
10391,122342,1,1,1,1,1,1,0,0000000,0
10392,122343,1,5,2,2,0,0,0,0000000,0
10393,122344,1,1,1,1,0,0,0,0000000,0
10394,122345,1,2,2,2,0,0,0,0000000,0
10395,122346,1,1,1,1,0,0,0,0000000,0
10396,122347,1,3,2,2,0,0,0,0000000,0
10397,122348,1,1,1,1,0,0,0,0000000,0
10398,122349,1,1,1,1,0,0,0,0000000,0
10399,122350,1,3,2,2,0,0,0,0000000,0
10400,122351,1,4,2,2,1,1,0,0000000,0
10401,122352,1,7,4,4,0,0,0,0000000,4
10402,122353,1,1,1,1,1,1,0,0000000,0
10403,122354,1,2,2,2,0,0,0,0000000,0
10404,122357,1,2,1,1,0,0,0,0000000,0
10405,122358,1,2,2,2,0,0,0,0000000,0
10406,122360,1,1,1,1,0,0,0,0000000,0
10407,122361,1,3,2,2,0,0,0,0000000,0
10408,122362,1,4,2,2,0,0,0,0000000,0
10409,122363,1,1,1,1,2,2,0,0000000,0
10410,122364,1,1,1,1,0,0,0,0000000,0
10411,122365,1,2,2,2,0,0,0,0000000,0
10412,122366,1,1,1,1,1,1,0,0000000,0
10413,122367,1,1,1,1,1,1,0,0000000,0
10414,122368,1,2,1,1,0,0,0,0000000,0
10415,122369,1,2,1,1,0,0,0,0000000,0
10416,122370,1,4,3,3,0,0,0,0000000,0
10417,122371,1,1,1,1,0,0,0,0000000,0
10418,122372,1,2,2,2,0,0,0,0000000,0
10419,122373,1,1,1,1,1,1,0,0000000,0
10420,122374,1,1,1,1,1,1,0,0000000,0
10421,122375,1,1,1,1,1,1,0,0000000,0
10422,122376,1,1,1,1,0,0,0,0000000,0
10423,122377,1,1,1,1,0,0,0,0000000,0
10424,122378,1,1,1,1,1,1,0,0000000,0
10425,122379,1,1,1,1,0,0,0,0000000,0
10426,122380,1,2,2,2,0,0,0,0000000,0
10427,122381,1,1,1,1,1,1,0,0000000,0
10428,122382,1,3,2,2,0,0,0,0000000,0
10429,122383,1,1,1,1,0,0,0,0000000,0
10430,122384,1,1,1,1,0,0,0,0000000,0
10431,122385,1,1,1,1,0,0,0,0000000,0
10432,122386,1,2,1,1,2,2,0,0000000,0
10433,122387,1,2,2,2,0,0,0,0000000,0
10434,122388,1,1,1,1,0,0,0,0000000,0
10435,122389,1,1,1,1,1,1,0,0000000,0
10436,122390,1,1,1,1,1,1,0,0000000,0
10437,122391,1,2,1,1,1,1,0,0000000,0
10438,122392,1,4,2,2,0,0,0,0000000,0
10439,122395,1,1,1,1,0,0,0,0000000,0
10440,122396,1,2,2,2,0,0,0,0000000,0
10441,122397,1,1,4,1,2,2,0,0000000,0
10442,122398,1,1,1,1,1,1,0,0000000,0
10443,122399,1,1,1,1,0,0,0,0000000,0
10444,122400,1,1,1,1,0,0,0,0000000,0
10445,122401,1,1,1,1,1,1,0,0000000,0
10446,122402,1,3,2,2,0,0,0,0000000,0
10447,122403,1,1,1,1,1,1,0,0000000,0
10448,122404,1,4,2,2,0,0,0,0000000,0
10449,122405,1,1,2,1,1,1,0,0000000,0
10450,122406,1,2,2,2,0,0,0,0000000,0
10451,122407,2,3,2,2,0,0,0,0000000,0
10452,122408,1,3,3,3,0,0,0,0000000,0
10453,122409,1,1,1,1,0,0,0,0000000,0
10454,122410,1,2,2,2,0,0,0,0000000,0
10455,122411,1,2,2,2,0,0,0,0000000,0
10456,122412,1,2,2,2,0,0,0,0000000,0
10457,122413,1,2,2,2,0,0,0,0000000,0
10458,122414,1,1,1,1,1,1,0,0000000,0
10459,122415,1,1,1,1,0,0,0,0000000,0
10460,122416,1,1,2,2,2,2,0,0000000,0
10461,122417,1,1,1,1,1,1,0,0000000,4
10462,122419,1,4,2,2,0,0,0,0000000,0
10463,122420,1,1,1,1,1,1,0,0000000,0
10464,122421,1,1,1,1,1,1,0,0000000,0
10465,122422,1,3,1,1,0,0,0,0000000,0
10466,122424,1,1,1,1,0,0,0,0000000,0
10467,122425,1,2,2,2,0,0,0,0000000,0
10468,122426,1,5,3,3,0,0,0,0000000,0
10469,122427,1,4,2,2,0,0,0,0000000,0
10470,122428,1,2,2,2,0,0,0,0000000,0
10471,122429,1,2,2,2,0,0,0,0000000,0
10472,122430,1,2,2,2,0,0,0,0000000,0
10473,122431,1,3,2,2,0,0,0,0000000,0
10474,122432,1,1,1,1,1,1,0,0000000,0
10475,122433,1,3,2,2,0,0,0,0000000,0
10476,122434,1,1,1,1,0,0,0,0000000,0
10477,122435,1,3,2,2,0,0,0,0000000,0
10478,122436,1,9,2,2,0,0,0,0000000,0
10479,122437,1,6,3,3,0,0,0,0000000,0
10480,122438,4,5,2,2,0,0,0,0000000,0
10481,122439,1,5,2,2,0,0,0,0000000,0
10482,122440,1,18,3,3,0,0,0,0000000,0
10483,122441,1,1,1,1,0,0,0,0000000,0
10484,122442,1,6,2,2,0,0,0,0000000,0
10485,122443,1,1,1,1,1,1,0,0000000,0
10486,122444,1,1,1,1,0,0,0,0000000,0
10487,122445,1,4,2,2,0,0,0,0000000,0
10488,122446,1,2,1,1,1,1,0,0000000,0
10489,122447,1,1,1,1,1,1,0,0000000,0
10490,122448,1,1,1,1,0,0,0,0000000,0
10491,122449,1,1,1,1,1,1,0,0000000,0
10492,122450,1,2,2,2,0,0,0,0000000,0
10493,122451,1,1,1,1,0,0,0,0000000,0
10494,122452,1,1,1,1,1,1,0,0000000,0
10495,122453,1,3,2,2,0,0,0,0000000,0
10496,122454,1,4,2,2,0,0,0,0000000,0
10497,122455,1,3,3,3,0,0,0,0000000,0
10498,122456,1,3,2,2,0,0,0,0000000,0
10499,122457,1,3,2,2,0,0,0,0000000,0
10500,122458,1,2,2,2,0,0,0,0000000,0
10501,122459,1,2,2,2,0,0,0,0000000,0
10502,122461,1,2,1,1,0,0,0,0000000,0
10503,122462,1,2,2,2,0,0,0,0000000,0
10504,122463,1,2,2,2,0,0,0,0000000,0
10505,122464,1,2,2,2,0,0,0,0000000,0
10506,122465,1,1,1,1,1,1,0,0000000,0
10507,122466,1,2,1,1,0,0,0,0000000,0
10508,122467,1,2,2,2,0,0,0,0000000,0
10509,122468,1,1,1,1,1,1,0,0000000,0
10510,122469,1,1,1,1,1,1,0,0000000,0
10511,122470,1,1,1,1,1,1,0,0000000,0
10512,122471,1,2,2,2,0,0,0,0000000,0
10513,122472,1,2,2,2,0,0,0,0000000,0
10514,122473,1,1,1,1,1,1,0,0000000,0
10515,122474,1,1,1,1,0,0,0,0000000,0
10516,122475,1,2,2,2,0,0,0,0000000,0
10517,122476,1,3,2,2,0,0,0,0000000,0
10518,122477,2,2,1,1,0,0,0,0000000,0
10519,122478,1,1,1,1,1,1,0,0000000,0
10520,122480,1,3,1,1,1,1,0,0000000,0
10521,122481,1,2,2,2,0,0,0,0000000,0
10522,122482,1,1,1,1,1,1,0,0000000,0
10523,122485,1,1,1,1,1,1,0,0000000,0
10524,122486,1,2,1,1,1,1,0,0000000,0
10525,122487,1,2,2,2,0,0,0,0000000,0
10526,122488,1,1,1,1,1,1,0,0000000,0
10527,122489,1,2,2,2,0,0,0,0000000,0
10528,122490,1,2,2,2,0,0,0,0000000,0
10529,122491,1,1,1,1,1,1,0,0000000,0
10530,122492,1,4,3,3,0,0,0,0000000,0
10531,122493,1,1,1,1,1,1,0,0000000,0
10532,122494,1,1,1,1,0,0,0,0000000,0
10533,122495,1,5,3,3,0,0,0,0000000,0
10534,122497,1,1,1,1,1,1,0,0000000,0
10535,122499,2,3,2,2,0,0,0,0000000,0
10536,122500,1,2,2,2,0,0,0,0000000,0
10537,122501,1,4,2,2,0,0,0,0000000,0
10538,122502,1,2,2,2,0,0,0,0000000,0
10539,122504,1,1,1,1,1,1,0,0000000,0
10540,122505,1,1,1,1,0,0,0,0000000,0
10541,122506,1,1,1,1,1,1,0,0000000,0
10542,122507,1,1,1,1,0,0,0,272425N,0
10543,122508,1,5,3,3,0,0,0,0000000,0
10544,122510,1,1,1,1,0,0,0,0000000,0
10545,122511,1,2,1,1,0,0,0,0000000,0
10546,122512,1,2,2,2,0,0,0,0000000,0
10547,122513,1,1,1,1,0,0,0,0000000,0
10548,122514,1,4,2,2,0,0,0,0000000,0
10549,122515,1,1,1,1,1,1,0,0000000,0
10550,122516,2,2,1,1,0,0,0,0000000,0
10551,122517,1,1,1,1,1,1,0,0000000,0
10552,122518,1,3,2,2,1,1,0,0000000,0
10553,122519,1,3,2,2,0,0,0,0000000,0
10554,122520,1,1,1,1,0,0,0,0000000,0
10555,122521,1,1,1,1,0,0,0,0000000,0
10556,122522,1,1,1,1,1,1,0,0000000,0
10557,122523,1,1,1,1,1,1,0,0000000,0
10558,122524,1,2,2,2,0,0,0,0000000,0
10559,122525,1,1,1,1,1,1,0,0000000,0
10560,122526,1,1,1,1,1,1,0,0000000,0
10561,122527,1,1,1,1,1,1,0,0000000,0
10562,122528,1,1,1,1,1,1,0,0000000,0
10563,122529,1,4,2,2,1,1,0,0000000,0
10564,122530,1,2,2,2,0,0,0,0000000,0
10565,122531,1,1,1,1,1,1,0,0000000,0
10566,122532,1,2,1,1,1,1,0,0000000,0
10567,122533,1,2,2,2,1,1,0,0000000,0
10568,122534,1,2,2,2,0,0,0,0000000,0
10569,122535,1,4,3,3,0,0,0,0000000,0
10570,122536,1,2,2,2,0,0,0,0000000,0
10571,122537,1,1,1,1,1,1,0,0000000,0
10572,122538,1,1,1,1,1,1,0,0000000,0
10573,122539,1,6,2,2,0,0,0,0000000,0
10574,122540,1,3,2,2,4,4,0,0000000,0
10575,122541,1,6,2,2,0,0,0,0000000,0
10576,122542,1,3,2,2,1,1,0,0000000,0
10577,122543,1,3,2,2,0,0,0,0000000,0
10578,122544,1,3,2,2,0,0,0,0000000,0
10579,122545,1,1,1,1,0,0,0,0000000,0
10580,122546,2,6,5,5,0,0,0,0000000,0
10581,122548,1,2,1,1,0,0,0,0000000,0
10582,122549,1,1,1,1,1,1,0,0000000,0
10583,122550,1,2,1,1,1,1,0,0000000,0
10584,122551,1,2,1,1,1,1,0,0000000,0
10585,122552,1,3,1,1,0,0,0,0000000,0
10586,122553,1,7,2,2,0,0,0,0000000,0
10587,122554,1,1,1,1,0,0,0,0000000,0
10588,122555,1,1,1,1,0,0,0,0000000,0
10589,122556,1,2,2,2,0,0,0,0000000,0
10590,122557,1,1,1,1,1,1,0,0000000,0
10591,122558,1,4,2,2,0,0,0,0000000,0
10592,122559,1,1,1,1,0,0,0,0000000,0
10593,122560,1,2,2,2,0,0,0,0000000,0
10594,122561,1,1,1,1,1,1,0,0000000,0
10595,122563,1,2,2,2,1,1,0,0000000,0
10596,122564,1,1,1,1,0,0,0,0000000,0
10597,122565,1,4,3,3,0,0,0,0000000,0
10598,122566,1,2,2,2,0,0,0,0000000,0
10599,122567,1,3,2,2,0,0,0,0000000,0
10600,122568,1,2,1,1,1,1,0,0000000,0
10601,122569,1,3,2,2,0,0,0,0000000,0
10602,122570,2,2,1,1,0,0,0,0000000,0
10603,122571,1,2,1,1,1,1,0,0000000,0
10604,122572,1,1,1,1,0,0,0,0000000,0
10605,122573,2,2,1,1,0,0,0,0000000,0
10606,122574,1,1,1,1,1,1,0,0000000,0
10607,122576,1,1,1,1,1,1,0,0000000,0
10608,122577,1,1,1,1,0,0,0,0000000,0
10609,122578,1,1,1,1,1,1,0,0000000,0
10610,122579,1,1,1,1,1,1,0,0000000,4
10611,122580,1,1,1,1,1,1,0,0000000,0
10612,122581,2,2,1,1,0,0,0,0000000,0
10613,122582,1,1,1,1,0,0,0,0000000,0
10614,122583,1,2,1,1,0,0,0,0000000,0
10615,122584,1,3,2,2,0,0,0,0000000,0
10616,122585,1,2,2,2,0,0,0,0000000,0
10617,122586,1,2,2,2,0,0,0,0000000,0
10618,122587,1,1,1,1,1,1,0,0000000,0
10619,122588,1,1,1,1,0,0,0,0000000,0
10620,122589,4,4,2,2,0,0,0,0000000,0
10621,122590,1,3,1,1,0,0,0,0000000,0
10622,122591,1,3,3,3,0,0,0,0000000,0
10623,122592,1,3,2,2,0,0,0,0000000,0
10624,122593,1,1,1,1,0,0,0,0000000,0
10625,122594,1,4,2,2,0,0,0,0000000,0
10626,122595,1,1,1,1,1,1,0,0000000,4
10627,122596,1,2,2,2,0,0,0,0000000,0
10628,122597,1,4,3,3,0,0,0,0000000,0
10629,122598,1,1,1,1,1,1,0,0000000,0
10630,122599,1,4,3,2,0,0,0,0000000,0
10631,122600,1,1,1,1,0,0,0,0000000,0
10632,122601,1,5,2,2,0,0,0,0000000,0
10633,122602,1,1,1,1,0,0,0,0000000,0
10634,122603,1,2,1,1,1,1,0,0000000,4
10635,122604,1,3,1,1,0,0,0,0000000,0
10636,122605,1,1,1,1,1,1,0,0000000,0
10637,122606,2,5,2,2,0,0,0,0000000,0
10638,122607,2,2,1,1,0,0,0,0000000,0
10639,122608,1,1,1,1,1,1,0,0000000,0
10640,122609,1,2,2,2,0,0,0,0000000,0
10641,122610,2,1,1,1,2,2,0,0000000,0
10642,122611,1,1,1,1,1,1,0,0000000,0
10643,122612,1,2,3,2,0,0,0,0000000,0
10644,122614,1,1,1,1,0,0,0,0000000,0
10645,122615,1,3,2,2,0,0,0,0000000,0
10646,122616,1,3,2,2,0,0,0,0000000,0
10647,122617,1,3,1,1,0,0,0,0000000,0
10648,122618,1,2,2,2,0,0,0,0000000,0
10649,122619,1,3,1,1,0,0,0,0000000,0
10650,122620,1,2,2,2,0,0,0,0000000,0
10651,122621,1,1,1,1,0,0,0,0000000,0
10652,122622,1,6,4,4,0,0,0,0000000,0
10653,122623,1,1,1,1,1,1,0,0000000,0
10654,122624,1,2,2,2,0,0,0,0000000,0
10655,122626,1,3,2,2,0,0,0,0000000,0
10656,122627,1,4,3,3,0,0,0,0000000,0
10657,122628,1,1,1,1,0,0,0,0000000,0
10658,122629,1,2,2,2,0,0,0,0000000,0
10659,122630,1,3,2,2,1,1,0,0000000,0
10660,122631,1,2,2,2,0,0,0,0000000,0
10661,122633,2,3,2,2,0,0,0,0000000,0
10662,122634,1,3,2,2,0,0,0,0000000,0
10663,122635,1,1,1,1,0,0,0,0000000,0
10664,122637,1,1,1,1,1,1,0,0000000,0
10665,122638,1,2,1,1,1,1,0,0000000,0
10666,122639,1,2,2,2,0,0,0,0000000,0
10667,122640,1,2,2,2,0,0,0,0000000,0
10668,122641,1,2,2,1,0,1,0,0000000,0
10669,122642,1,9,5,5,0,0,0,0000000,0
10670,122643,1,2,2,1,0,1,0,0000000,0
10671,122644,2,3,2,2,0,0,0,0000000,0
10672,122645,1,2,2,2,0,0,0,0000000,0
10673,122646,1,1,1,1,1,1,0,0000000,0
10674,122647,1,1,1,1,1,1,0,0000000,0
10675,122648,1,1,1,1,1,1,0,0000000,0
10676,122649,1,1,1,1,0,0,0,0000000,0
10677,122650,1,4,2,2,0,0,0,0000000,0
10678,122651,1,1,1,1,0,0,0,0000000,0
10679,122653,1,1,1,1,1,1,0,0000000,0
10680,122654,1,1,1,1,1,1,0,0000000,0
10681,122655,1,1,1,1,1,1,0,0000000,0
10682,122656,1,1,1,1,0,0,0,0000000,0
10683,122657,1,1,1,1,0,0,0,0000000,0
10684,122658,1,4,2,2,0,0,0,0000000,0
10685,122659,1,7,1,1,0,0,0,0000000,0
