OBJECTID,ST_CASE,FATALS,PERSONS,VE_TOTAL,VE_FORMS,PEDS,PERNOTMVIT,SCH_BUS,RAIL,WRK_ZONE
1,10001,1,3,2,2,0,0,0,0000000,0
2,10002,2,5,2,2,0,0,0,0000000,0
3,10003,1,2,1,1,0,0,0,0000000,0
4,10004,1,1,1,1,0,0,0,0000000,0
5,10005,1,1,1,1,1,1,0,0000000,0
6,10006,1,5,1,1,1,1,0,0000000,0
7,10007,1,1,2,2,0,0,0,0000000,0
8,10008,1,1,1,1,0,0,0,0000000,0
9,10009,1,3,2,2,0,0,0,0000000,0
10,10010,1,1,1,1,0,0,0,0000000,0
11,10011,1,2,1,1,0,0,0,0000000,0
12,10012,2,2,2,2,0,0,0,0000000,0
13,10013,1,4,2,2,0,0,0,0000000,0
14,10014,1,3,2,2,0,0,0,0000000,0
15,10015,1,2,1,1,0,0,0,0000000,0
16,10016,1,1,1,1,0,0,0,0000000,0
17,10017,1,1,1,1,0,0,0,0000000,0
18,10018,1,1,1,1,0,0,0,0000000,0
19,10019,1,2,1,1,1,1,0,0000000,0
20,10020,1,1,1,1,0,0,0,0000000,0
21,10021,1,1,1,1,0,0,0,0000000,0
22,10022,1,1,1,1,0,0,0,0000000,0
23,10023,1,2,2,2,0,0,0,0000000,0
24,10024,1,4,3,3,0,0,0,0000000,0
25,10025,1,1,1,1,1,1,0,0000000,0
26,10026,1,2,2,2,1,1,0,0000000,0
27,10027,1,1,1,1,0,0,0,349959Y,0
28,10028,1,1,1,1,1,1,0,0000000,0
29,10029,1,2,2,2,0,0,0,0000000,0
30,10030,1,1,1,1,0,0,0,0000000,0
31,10031,1,1,1,1,0,0,0,0000000,0
32,10032,1,1,1,1,0,0,0,0000000,0
33,10033,1,1,1,1,0,0,0,0000000,0
34,10034,1,1,1,1,0,0,0,0000000,0
35,10035,1,1,1,1,0,0,0,0000000,0
36,10036,1,1,1,1,0,0,0,0000000,0
37,10037,1,1,1,1,0,0,0,0000000,0
38,10038,1,1,1,1,0,0,0,0000000,0
39,10039,1,5,3,3,0,0,0,0000000,0
40,10040,1,1,1,1,0,0,0,0000000,0
41,10041,1,1,1,1,1,1,0,0000000,0
42,10042,1,5,2,2,0,0,0,0000000,0
43,10043,1,5,1,1,0,0,0,727642A,0
44,10044,1,1,1,1,1,1,0,0000000,0
45,10045,1,1,1,1,0,0,0,0000000,0
46,10046,2,2,1,1,0,0,0,0000000,0
47,10047,1,3,3,3,0,0,0,0000000,0
48,10048,1,2,2,2,0,0,0,0000000,0
49,10049,1,2,2,2,0,0,0,0000000,0
50,10050,1,2,1,1,0,0,0,0000000,0
51,10051,1,1,1,1,0,0,0,0000000,0
52,10052,1,2,2,2,0,0,0,0000000,0
53,10053,1,1,1,1,0,0,0,0000000,0
54,10054,1,1,1,1,0,0,0,0000000,0
55,10055,1,1,1,1,1,1,0,0000000,0
56,10056,1,1,1,1,0,0,0,0000000,0
57,10057,1,1,1,1,0,0,0,0000000,0
58,10058,1,1,1,1,0,0,0,0000000,0
59,10059,1,1,1,1,1,1,0,0000000,0
60,10060,1,3,3,1,1,2,0,0000000,0
61,10061,1,1,1,1,0,0,0,0000000,0
62,10062,1,1,1,1,0,0,0,0000000,0
63,10063,1,3,1,1,0,0,0,0000000,0
64,10064,1,4,3,3,0,0,0,0000000,0
65,10065,1,2,2,2,0,0,0,0000000,0
66,10066,1,2,2,2,0,0,0,0000000,0
67,10067,1,1,3,1,0,0,0,0000000,0
68,10068,2,4,2,2,0,0,0,0000000,0
69,10069,1,2,2,2,0,0,0,0000000,0
70,10070,1,1,1,1,1,1,0,0000000,0
71,10071,1,2,2,2,0,0,0,0000000,0
72,10072,1,3,2,2,0,0,0,0000000,0
73,10073,1,2,2,2,0,0,0,0000000,0
74,10074,1,2,2,2,0,0,0,0000000,0
75,10075,1,2,1,1,0,0,0,0000000,0
76,10076,1,4,2,2,0,0,0,0000000,0
77,10077,1,1,1,1,1,1,0,0000000,0
78,10078,1,1,1,1,0,0,0,0000000,0
79,10079,1,1,1,1,0,0,0,0000000,1
80,10080,2,3,3,3,0,0,0,0000000,0
81,10081,1,8,5,5,0,0,0,0000000,2
82,10082,1,4,3,3,0,0,0,0000000,0
83,10083,1,4,2,2,0,0,0,0000000,0
84,10084,1,1,1,1,0,0,0,0000000,0
85,10085,1,2,2,2,0,0,0,0000000,0
86,10086,1,2,1,1,1,1,0,0000000,0
87,10087,1,1,2,2,1,1,0,0000000,0
88,10088,1,2,2,1,1,2,0,0000000,0
89,10089,1,2,2,2,0,0,0,0000000,0
90,10090,1,4,2,2,0,0,0,0000000,0
91,10091,1,1,1,1,1,1,0,0000000,0
92,10092,1,2,2,2,0,0,0,0000000,0
93,10093,1,2,2,2,0,0,0,0000000,0
94,10094,1,3,1,1,1,1,0,0000000,0
95,10095,1,1,1,1,0,0,0,0000000,0
96,10096,1,1,1,1,0,0,0,0000000,0
97,10097,1,3,1,1,0,0,0,0000000,0
98,10098,1,1,1,1,0,0,0,0000000,0
99,10099,1,2,2,2,0,0,0,0000000,0
100,10100,2,3,1,1,0,0,0,0000000,0
101,10101,1,3,2,2,1,1,0,0000000,0
102,10102,1,2,2,2,0,0,0,0000000,0
103,10103,1,1,1,1,0,0,0,0000000,0
104,10104,1,2,2,2,0,0,0,0000000,0
105,10105,1,8,2,2,0,0,0,0000000,0
106,10106,1,2,2,2,0,0,0,0000000,0
107,10107,1,2,2,2,0,0,0,0000000,0
108,10108,1,1,1,1,0,0,0,0000000,0
109,10109,1,1,1,1,0,0,0,0000000,0
110,10110,1,1,1,1,1,1,0,0000000,0
111,10111,1,3,2,2,0,0,0,0000000,0
112,10112,1,1,1,1,0,0,0,0000000,0
113,10113,2,4,2,2,0,0,0,0000000,0
114,10114,1,2,2,2,0,0,0,0000000,0
115,10115,1,1,1,1,0,0,0,0000000,0
116,10116,1,1,3,1,0,0,0,0000000,0
117,10117,1,1,1,1,0,0,0,0000000,0
118,10118,1,1,1,1,0,0,0,0000000,0
119,10119,1,1,1,1,0,0,0,0000000,0
120,10120,2,2,1,1,0,0,0,0000000,0
121,10121,1,1,1,1,0,0,0,0000000,0
122,10122,1,1,1,1,1,1,0,0000000,0
123,10123,2,1,1,1,2,2,0,0000000,0
124,10124,1,5,1,1,0,0,0,0000000,0
125,10125,1,1,1,1,0,0,0,0000000,0
126,10126,1,1,1,1,0,0,0,0000000,0
127,10127,1,1,1,1,0,0,0,0000000,0
128,10128,1,2,2,2,0,0,0,0000000,0
129,10129,1,4,1,1,0,0,0,0000000,0
130,10130,1,4,3,3,0,0,0,0000000,0
131,10131,1,2,2,2,0,0,0,0000000,0
132,10132,1,2,2,2,0,0,0,0000000,0
133,10133,1,2,2,2,0,0,0,0000000,0
134,10134,1,2,2,2,0,0,0,0000000,0
135,10135,1,2,2,2,0,0,0,0000000,0
136,10136,1,1,1,1,1,1,0,0000000,0
137,10137,1,1,1,1,0,0,0,0000000,0
138,10138,1,3,2,2,0,0,0,0000000,0
139,10139,1,1,1,1,0,0,0,0000000,0
140,10140,1,7,4,4,0,0,0,0000000,0
141,10141,1,1,1,1,0,0,0,0000000,0
142,10142,1,3,2,2,0,0,0,0000000,0
143,10143,1,12,6,6,0,0,0,0000000,0
144,10144,1,2,2,2,0,0,0,0000000,0
145,10145,1,2,2,2,0,0,0,0000000,0
146,10146,1,1,1,1,1,1,0,0000000,0
147,10147,1,3,2,2,0,0,0,0000000,0
148,10148,2,4,1,1,0,0,0,0000000,0
149,10149,1,3,2,2,0,0,0,0000000,0
150,10150,1,1,1,1,0,0,0,0000000,0
151,10151,1,1,1,1,1,1,0,0000000,0
152,10152,1,1,1,1,0,0,0,0000000,0
153,10153,2,4,2,2,0,0,0,0000000,0
154,10154,1,2,2,2,0,0,0,0000000,0
155,10155,1,1,1,1,0,0,0,0000000,0
156,10156,1,1,2,1,1,1,0,0000000,2
157,10157,1,1,1,1,0,0,0,0000000,2
158,10158,1,1,1,1,0,0,0,0000000,0
159,10159,1,1,1,1,0,0,0,0000000,0
160,10160,1,1,1,1,0,0,0,0000000,0
161,10161,1,1,1,1,0,0,0,0000000,0
162,10162,1,2,2,2,0,0,0,0000000,0
163,10163,1,3,2,2,0,0,0,0000000,0
164,10164,1,5,2,2,0,0,0,0000000,0
165,10165,1,2,2,2,0,0,0,0000000,0
166,10166,1,1,1,1,0,0,0,0000000,0
167,10167,1,2,1,1,0,0,0,0000000,0
168,10168,1,2,1,1,0,0,0,0000000,0
169,10169,2,2,1,1,0,0,0,0000000,0
170,10170,1,2,2,2,0,0,0,0000000,0
171,10171,1,1,1,1,1,1,0,0000000,0
172,10172,1,1,1,1,0,0,0,0000000,0
173,10173,1,1,1,1,0,0,0,0000000,0
174,10174,1,4,2,2,0,0,0,0000000,0
175,10175,1,1,1,1,0,0,0,0000000,0
176,10176,1,2,2,2,0,0,0,0000000,0
177,10177,1,2,2,2,0,0,0,0000000,0
178,10178,1,2,2,2,0,0,0,0000000,0
179,10179,1,2,1,1,0,0,0,0000000,0
180,10180,1,1,1,1,1,1,0,0000000,0
181,10181,1,3,3,3,0,0,0,0000000,0
182,10182,1,5,2,2,0,0,0,0000000,0
183,10183,1,1,1,1,0,0,0,0000000,0
184,10184,1,1,1,1,0,0,0,0000000,0
185,10185,1,3,1,1,1,1,0,0000000,0
186,10186,1,3,2,2,0,0,0,0000000,0
187,10187,1,2,2,2,0,0,0,0000000,0
188,10188,1,2,2,2,0,0,0,0000000,0
189,10189,1,5,4,4,1,1,0,0000000,0
190,10190,1,4,2,2,0,0,0,0000000,0
191,10191,1,1,1,1,0,0,0,0000000,0
192,10192,1,4,2,2,0,0,0,0000000,0
193,10193,1,4,2,2,0,0,0,0000000,0
194,10194,1,3,2,2,0,0,0,0000000,0
195,10195,2,4,2,2,0,0,0,0000000,0
196,10196,1,1,1,1,0,0,0,0000000,0
197,10197,1,2,1,1,0,0,0,0000000,0
198,10198,1,2,1,1,0,0,0,0000000,0
199,10199,1,1,2,2,1,1,0,0000000,0
200,10200,1,1,1,1,1,1,0,0000000,0
201,10201,3,3,1,1,0,0,0,0000000,0
202,10202,1,1,1,1,0,0,0,0000000,0
203,10203,1,1,1,1,0,0,0,0000000,0
204,10204,1,1,1,1,0,0,0,0000000,0
205,10205,1,5,2,2,0,0,0,0000000,0
206,10206,2,3,1,1,0,0,0,0000000,0
207,10207,1,2,2,2,0,0,0,0000000,1
208,10208,1,1,1,1,0,0,0,0000000,0
209,10209,1,2,1,1,0,0,0,0000000,0
210,10210,1,1,1,1,0,0,0,0000000,0
211,10211,1,2,2,2,0,0,0,0000000,0
212,10212,1,1,1,1,0,0,0,0000000,0
213,10213,1,1,1,1,1,1,0,0000000,0
214,10214,1,1,1,1,0,0,0,0000000,0
215,10215,1,3,2,2,0,0,0,0000000,0
216,10216,1,5,2,2,0,0,0,0000000,0
217,10217,1,1,1,1,1,1,0,0000000,0
218,10218,1,1,1,1,0,0,0,0000000,0
219,10219,2,2,2,2,0,0,0,0000000,0
220,10220,1,3,1,1,0,0,0,0000000,0
221,10221,1,3,3,3,0,0,0,0000000,0
222,10222,1,2,2,2,0,0,0,0000000,0
223,10223,2,4,2,2,0,0,0,0000000,0
224,10224,1,1,1,1,0,0,0,0000000,0
225,10225,1,2,2,2,0,0,0,0000000,0
226,10226,1,1,1,1,0,0,0,0000000,0
227,10227,1,1,1,1,1,1,0,0000000,0
228,10228,1,2,1,1,0,0,0,0000000,0
229,10229,1,1,1,1,1,1,0,0000000,0
230,10230,1,1,1,1,0,0,0,0000000,0
231,10231,1,2,2,2,0,0,0,0000000,0
232,10232,1,1,1,1,0,0,0,0000000,0
233,10233,1,1,1,1,0,0,0,0000000,0
234,10234,1,1,1,1,0,0,0,0000000,0
235,10235,1,1,1,1,0,0,0,0000000,0
236,10236,1,1,1,1,0,0,0,0000000,0
237,10237,1,3,3,3,0,0,0,0000000,0
238,10238,2,2,2,2,0,0,0,0000000,0
239,10239,1,4,3,3,0,0,0,0000000,0
240,10240,1,3,2,2,0,0,0,0000000,0
241,10241,1,2,2,2,0,0,0,0000000,0
242,10242,1,2,2,2,0,0,0,0000000,0
243,10243,1,1,1,1,0,0,0,0000000,0
244,10244,1,1,1,1,1,1,0,0000000,0
245,10245,1,1,1,1,0,0,0,0000000,0
246,10246,2,6,3,3,0,0,0,0000000,0
247,10247,1,1,1,1,0,0,0,0000000,0
248,10248,1,3,2,2,0,0,0,0000000,0
249,10249,1,1,1,1,0,0,0,0000000,0
250,10250,1,1,1,1,0,0,0,0000000,0
251,10251,1,4,1,1,1,1,0,0000000,0
252,10252,1,2,1,1,0,0,0,0000000,0
253,10253,2,2,1,1,0,0,0,0000000,0
254,10254,1,3,1,1,0,0,0,0000000,1
255,10255,1,2,2,2,0,0,0,0000000,0
256,10256,1,5,5,5,0,0,0,0000000,0
257,10257,1,3,2,2,0,0,0,0000000,0
258,10258,1,3,2,2,0,0,0,0000000,0
259,10259,2,4,3,3,0,0,0,0000000,0
260,10260,2,2,2,2,0,0,0,0000000,0
261,10261,1,1,1,1,0,0,0,0000000,0
262,10262,1,3,2,2,0,0,0,0000000,0
263,10263,1,2,2,2,0,0,0,0000000,0
264,10264,1,2,2,2,0,0,0,0000000,0
265,10265,1,5,2,2,0,0,0,0000000,0
266,10266,1,1,1,1,0,0,0,0000000,0
267,10267,1,1,1,1,0,0,0,0000000,0
268,10268,1,3,2,2,0,0,0,0000000,0
269,10269,1,2,2,2,0,0,0,0000000,0
270,10270,1,1,1,1,0,0,0,0000000,0
271,10271,1,2,1,1,0,0,0,0000000,0
272,10272,1,2,1,1,1,1,0,0000000,0
273,10273,1,1,1,1,0,0,0,0000000,0
274,10274,1,1,1,1,1,1,0,0000000,0
275,10275,1,1,1,1,0,0,0,637912X,0
276,10276,1,3,2,2,0,0,0,0000000,1
277,10277,1,1,1,1,1,1,0,0000000,0
278,10278,1,4,2,2,0,0,0,0000000,0
279,10279,1,2,2,2,0,0,0,0000000,0
280,10280,1,2,2,2,0,0,0,0000000,0
281,10282,1,3,1,1,0,0,0,0000000,0
282,10283,1,5,2,2,0,0,0,0000000,0
283,10284,1,1,1,1,0,0,0,0000000,0
284,10285,1,2,1,1,0,0,0,0000000,0
285,10286,1,2,2,2,0,0,0,0000000,0
286,10287,1,2,1,1,0,0,0,0000000,0
287,10288,1,6,2,2,0,0,0,0000000,0
288,10289,1,1,1,1,0,0,0,0000000,0
289,10290,1,3,2,2,0,0,0,0000000,0
290,10291,1,3,2,2,0,0,0,0000000,0
291,10292,1,3,2,2,0,0,0,0000000,0
292,10293,1,6,2,2,0,0,0,0000000,0
293,10294,1,1,1,1,0,0,0,0000000,0
294,10295,1,1,1,1,0,0,0,0000000,0
295,10296,1,1,1,1,0,0,0,0000000,0
296,10297,2,4,2,2,0,0,0,0000000,1
297,10298,1,4,2,2,0,0,0,0000000,0
298,10299,1,1,1,1,0,0,0,0000000,0
299,10300,1,2,2,2,0,0,0,0000000,0
300,10301,1,2,1,1,0,0,0,0000000,0
301,10302,1,2,1,1,1,1,0,0000000,0
302,10303,1,1,1,1,0,0,0,0000000,0
303,10304,1,1,1,1,0,0,0,0000000,0
304,10305,1,1,1,1,0,0,0,0000000,0
305,10306,1,4,3,3,0,0,0,0000000,0
306,10307,1,2,2,2,0,0,0,0000000,0
307,10308,1,1,1,1,0,0,0,0000000,0
308,10309,1,1,1,1,0,0,0,0000000,0
309,10310,1,5,2,2,0,0,0,0000000,0
310,10311,1,2,1,1,0,0,0,0000000,0
311,10312,1,2,2,2,0,0,0,0000000,0
312,10313,1,2,3,2,1,1,0,0000000,0
313,10314,1,1,1,1,0,0,0,0000000,0
314,10315,1,1,1,1,1,1,0,0000000,0
315,10316,1,2,2,2,0,0,0,0000000,0
316,10317,1,1,1,1,0,0,0,0000000,0
317,10318,2,2,1,1,0,0,0,0000000,0
318,10319,1,1,1,1,0,0,0,0000000,0
319,10320,1,4,1,1,0,0,0,0000000,0
320,10321,1,4,4,4,0,0,0,0000000,0
321,10322,1,1,1,1,0,0,0,0000000,0
322,10323,1,2,2,2,0,0,0,0000000,0
323,10324,1,10,6,6,0,0,0,0000000,0
324,10325,1,1,1,1,0,0,0,0000000,0
325,10326,1,3,2,2,0,0,0,0000000,0
326,10327,1,2,2,2,0,0,0,0000000,0
327,10328,1,1,1,1,1,1,0,0000000,0
328,10329,1,1,1,1,0,0,0,0000000,0
329,10330,1,1,1,1,0,0,0,0000000,0
330,10331,2,4,2,2,0,0,0,0000000,0
331,10332,1,2,2,2,0,0,0,0000000,1
332,10333,1,2,2,2,0,0,0,0000000,0
333,10334,3,6,2,2,0,0,0,0000000,0
334,10335,1,1,1,1,0,0,0,0000000,0
335,10336,1,1,1,1,1,1,0,0000000,0
336,10337,1,2,1,1,0,0,0,0000000,0
337,10338,1,1,1,1,0,0,0,0000000,0
338,10339,1,2,1,1,0,0,0,0000000,0
339,10340,1,4,2,2,0,0,0,0000000,0
340,10341,1,6,3,3,0,0,0,0000000,0
341,10342,1,3,2,2,0,0,0,0000000,0
342,10343,1,2,2,2,0,0,0,0000000,0
343,10344,1,1,1,1,0,0,0,0000000,0
344,10345,1,2,2,2,0,0,0,0000000,0
345,10346,1,6,3,3,0,0,0,0000000,0
346,10347,1,2,2,2,0,0,0,0000000,1
347,10348,1,2,2,2,0,0,0,0000000,0
348,10349,1,4,1,1,0,0,0,0000000,0
349,10350,1,3,2,2,0,0,0,0000000,0
350,10351,1,3,2,2,0,0,0,0000000,0
351,10352,1,1,1,1,1,1,0,0000000,0
352,10353,1,1,1,1,0,0,0,0000000,0
353,10354,1,4,3,3,0,0,0,0000000,0
354,10355,1,2,2,2,0,0,0,0000000,0
355,10356,1,1,1,1,0,0,0,0000000,0
356,10357,1,2,1,1,0,0,0,0000000,0
357,10358,1,1,1,1,1,1,0,0000000,0
358,10359,1,1,1,1,0,0,0,0000000,0
359,10360,1,1,1,1,0,0,0,0000000,0
360,10361,1,3,2,2,0,0,0,0000000,0
361,10362,1,2,1,1,1,1,0,0000000,0
362,10363,1,1,1,1,0,0,0,0000000,0
363,10364,1,1,1,1,0,0,0,0000000,0
364,10365,1,3,3,3,0,0,0,0000000,0
365,10366,1,3,1,1,0,0,0,0000000,0
366,10367,1,1,1,1,1,1,0,0000000,0
367,10368,1,1,1,1,0,0,0,0000000,0
368,10369,1,1,1,1,0,0,0,0000000,0
369,10370,1,1,1,1,0,0,0,0000000,0
370,10371,1,3,2,2,0,0,0,0000000,0
371,10372,1,1,1,1,1,1,0,0000000,0
372,10373,1,2,2,2,0,0,0,0000000,0
373,10374,1,4,4,4,0,0,0,0000000,0
374,10375,1,1,1,1,0,0,0,0000000,0
375,10376,1,3,3,3,0,0,0,0000000,0
376,10377,1,3,3,3,0,0,0,0000000,0
377,10378,1,1,1,1,0,0,0,0000000,0
378,10379,1,2,2,2,0,0,0,0000000,0
379,10380,1,2,1,1,0,0,0,0000000,0
380,10381,1,1,1,1,0,0,0,0000000,0
381,10382,1,4,2,2,0,0,0,0000000,0
382,10383,1,1,2,1,0,0,0,0000000,0
383,10384,1,1,1,1,0,0,0,0000000,0
384,10385,1,1,1,1,0,0,0,0000000,0
385,10386,1,5,3,3,0,0,0,0000000,0
386,10387,1,1,1,1,0,0,0,0000000,0
387,10388,1,1,1,1,0,0,0,0000000,0
388,10389,1,1,1,1,0,0,0,0000000,0
389,10390,1,1,1,1,1,1,0,0000000,0
390,10391,1,1,1,1,0,0,0,0000000,0
391,10392,1,2,1,1,0,0,0,0000000,0
392,10393,1,10,3,3,1,1,0,0000000,0
393,10394,1,1,1,1,0,0,0,0000000,0
394,10395,1,1,1,1,0,0,0,0000000,0
395,10396,1,1,1,1,0,0,0,0000000,0
396,10397,1,1,1,1,1,1,0,0000000,0
397,10398,1,2,2,2,0,0,0,0000000,0
398,10399,1,2,2,2,0,0,0,0000000,0
399,10400,1,1,1,1,0,0,0,0000000,0
400,10401,1,1,1,1,0,0,0,0000000,0
401,10402,1,2,1,1,1,1,0,0000000,0
402,10403,1,1,1,1,0,0,0,0000000,0
403,10404,2,3,2,2,0,0,0,0000000,0
404,10405,1,1,1,1,0,0,0,0000000,1
405,10406,1,1,1,1,0,0,0,0000000,0
406,10407,1,2,2,2,0,0,0,0000000,0
407,10408,1,3,3,3,0,0,0,0000000,0
408,10410,1,1,1,1,0,0,0,0000000,0
409,10412,1,2,1,1,0,0,0,0000000,0
410,10413,1,1,1,1,1,1,0,0000000,0
411,10414,1,1,1,1,0,0,0,0000000,0
412,10415,1,1,1,1,0,0,0,0000000,0
413,10416,1,2,2,2,0,0,0,0000000,0
414,10417,1,1,1,1,0,0,0,728033C,0
415,10418,1,1,1,1,0,0,0,0000000,0
416,10419,1,1,1,1,0,0,0,0000000,0
417,10420,1,3,2,2,0,0,0,0000000,0
418,10421,1,1,1,1,0,0,0,725384R,0
419,10422,1,3,3,3,0,0,0,0000000,0
420,10423,1,1,1,1,1,1,0,0000000,0
421,10424,1,3,2,2,0,0,0,0000000,0
422,10425,1,1,1,1,0,0,0,0000000,0
423,10426,1,2,2,2,0,0,0,0000000,0
424,10427,1,3,1,1,0,0,0,0000000,0
425,10428,1,1,2,1,0,0,0,0000000,0
426,10429,1,8,4,4,0,0,0,0000000,0
427,10430,1,3,2,2,0,0,0,0000000,0
428,10431,1,2,2,2,0,0,0,0000000,0
429,10432,2,4,2,2,0,0,0,0000000,0
430,10433,1,2,2,2,0,0,0,0000000,0
431,10434,1,1,1,1,0,0,0,0000000,0
432,10435,1,2,2,2,0,0,0,0000000,0
433,10436,1,10,3,3,0,0,0,0000000,0
434,10437,1,1,1,1,0,0,0,0000000,0
435,10438,2,6,3,3,0,0,0,0000000,0
436,10439,1,1,1,1,0,0,0,0000000,0
437,10440,1,2,1,1,0,0,0,0000000,0
438,10441,1,2,1,1,0,0,0,0000000,0
439,10442,1,4,2,2,0,0,0,0000000,0
440,10443,1,1,1,1,0,0,0,0000000,0
441,10444,1,1,1,1,0,0,0,0000000,0
442,10445,1,3,2,1,1,1,0,0000000,0
443,10446,1,1,1,1,0,0,0,0000000,0
444,10447,1,3,2,2,0,0,0,0000000,0
445,10448,1,1,1,1,0,0,0,0000000,0
446,10449,1,2,2,2,0,0,0,0000000,0
447,10450,1,1,1,1,0,0,0,0000000,0
448,10451,1,3,2,2,0,0,0,0000000,0
449,10452,1,4,1,1,0,0,0,0000000,0
450,10453,1,3,1,1,1,1,0,0000000,0
451,10454,1,1,1,1,0,0,0,0000000,0
452,10455,1,3,1,1,0,0,0,0000000,0
453,10456,1,4,1,1,0,0,0,0000000,0
454,10457,1,3,2,2,0,0,0,0000000,0
455,10458,1,2,2,2,0,0,0,0000000,0
456,10459,1,1,1,1,0,0,0,0000000,0
457,10460,1,4,2,2,0,0,0,0000000,0
458,10461,1,1,1,1,0,0,0,0000000,0
459,10462,1,2,2,2,0,0,0,0000000,0
460,10463,1,1,1,1,0,0,0,0000000,0
461,10464,1,1,1,1,0,0,0,0000000,0
462,10465,1,2,2,1,2,3,0,0000000,1
463,10466,1,1,1,1,1,1,0,0000000,0
464,10467,1,3,3,3,0,0,0,0000000,0
465,10468,1,1,1,1,1,1,0,0000000,0
466,10469,1,1,1,1,0,0,0,306359C,0
467,10470,1,1,1,1,1,1,0,0000000,0
468,10471,1,3,2,2,0,0,0,0000000,0
469,10472,1,3,1,1,0,0,0,0000000,0
470,10473,1,3,2,2,0,0,0,0000000,0
471,10474,1,1,1,1,0,0,0,0000000,0
472,10475,1,1,2,1,1,1,0,0000000,0
473,10476,1,4,1,1,0,0,0,0000000,0
474,10477,1,1,1,1,1,1,0,0000000,0
475,10478,1,2,2,2,0,0,0,0000000,0
476,10479,1,1,1,1,0,0,0,0000000,0
477,10480,1,1,1,1,0,0,0,0000000,0
478,10481,1,5,3,3,0,0,0,0000000,0
479,10482,2,7,4,4,0,0,0,0000000,0
480,10483,1,2,2,2,0,0,0,0000000,0
481,10484,1,1,1,1,0,0,0,0000000,0
482,10485,1,1,1,1,0,0,0,0000000,0
483,10486,1,1,1,1,0,0,0,0000000,0
484,10487,1,2,2,2,0,0,0,0000000,0
485,10488,1,1,1,1,0,0,0,0000000,0
486,10489,1,3,2,2,0,0,0,0000000,0
487,10490,1,8,5,5,0,0,0,0000000,0
488,10491,1,2,1,1,0,0,0,0000000,0
489,10492,1,2,2,2,0,0,0,0000000,0
490,10493,1,1,1,1,0,0,0,0000000,0
491,10494,1,1,1,1,0,0,0,0000000,0
492,10495,1,1,1,1,0,0,0,0000000,0
493,10496,1,3,2,2,0,0,0,0000000,0
494,10497,1,2,2,2,0,0,0,0000000,0
495,10498,1,3,3,3,0,0,0,0000000,0
496,10499,1,1,1,1,0,0,0,0000000,0
497,10500,1,2,2,2,0,0,0,0000000,0
498,10501,1,2,1,1,0,0,0,0000000,0
499,10502,1,3,3,3,0,0,0,0000000,0
500,10503,1,1,1,1,0,0,0,0000000,0
501,10504,1,1,1,1,0,0,0,0000000,0
502,10505,1,1,1,1,0,0,0,0000000,0
503,10506,1,2,2,1,0,1,0,0000000,0
504,10507,1,1,1,1,1,1,0,0000000,0
505,10508,1,1,1,1,0,0,0,0000000,0
506,10509,2,2,1,1,0,0,0,0000000,0
507,10510,1,1,1,1,1,1,0,0000000,0
508,10511,1,1,1,1,1,1,0,0000000,0
509,10512,1,1,1,1,0,0,0,0000000,0
510,10513,1,3,2,2,0,0,0,0000000,1
511,10514,1,1,1,1,1,1,0,0000000,0
512,10515,1,1,1,1,0,0,0,0000000,0
513,10516,1,2,1,1,0,0,0,0000000,0
514,10517,1,1,1,1,1,1,0,0000000,0
515,10518,1,2,1,1,0,0,0,0000000,0
516,10519,1,1,1,1,1,1,0,0000000,0
517,10521,1,2,2,2,0,0,0,0000000,0
518,10522,1,2,2,2,0,0,0,0000000,0
519,10523,1,1,1,1,0,0,0,0000000,0
520,10524,1,2,2,2,0,0,0,0000000,0
521,10525,1,2,2,2,0,0,0,0000000,1
522,10526,1,2,2,2,0,0,0,0000000,0
523,10527,1,4,2,2,0,0,0,0000000,0
524,10528,1,1,1,1,0,0,0,728031N,0
525,10529,1,1,1,1,0,0,0,0000000,0
526,10530,1,5,2,2,0,0,0,0000000,0
527,10531,1,2,2,2,0,0,0,0000000,0
528,10532,1,4,3,3,0,0,0,0000000,0
529,10533,1,3,2,2,0,0,0,0000000,0
530,10534,1,2,2,2,0,0,0,0000000,0
531,10535,1,4,1,1,1,1,0,0000000,0
532,10536,1,3,3,3,0,0,0,0000000,0
533,10537,1,1,2,2,1,1,0,0000000,0
534,10538,1,2,2,2,0,0,0,0000000,0
535,10539,1,1,1,1,0,0,0,0000000,0
536,10540,1,1,1,1,0,0,0,0000000,0
537,10541,1,1,1,1,0,0,0,0000000,0
538,10542,2,2,1,1,0,0,0,0000000,0
539,10543,2,3,1,1,0,0,0,0000000,0
540,10544,1,4,2,1,0,3,0,0000000,0
541,10545,1,1,1,1,0,0,0,0000000,0
542,10546,1,2,1,1,0,0,0,0000000,0
543,10547,1,1,1,1,0,0,0,0000000,0
544,10548,1,2,1,1,0,0,0,0000000,0
545,10549,3,4,1,1,0,0,0,0000000,0
546,10550,2,3,2,1,0,1,0,0000000,0
547,10551,1,2,1,1,0,0,0,0000000,0
548,10552,1,2,2,2,0,0,0,0000000,0
549,10553,1,3,2,2,0,0,0,0000000,0
550,10554,1,1,3,2,2,2,0,0000000,0
551,10555,2,2,1,1,0,0,0,0000000,0
552,10556,1,2,2,2,0,0,0,0000000,0
553,10557,1,3,1,1,1,1,0,0000000,0
554,10558,1,1,1,1,0,0,0,0000000,0
555,10559,1,2,2,2,0,0,0,0000000,0
556,10560,1,3,2,2,0,0,0,0000000,0
